Vehicle Type,Drive Type,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Transmission - Manual,Transmission - Automatic,Transmission - Lockup,Transmission - CVT (Hybrid),Transmission - Other,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle  (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,Average Number of Gears,Transmission - CVT (Non-Hybrid),Cylinders,4 or Fewer Gears,5 Gears,6 Gears,7 Gears,8 Gears,9 or More Gears
"Minivan/Van","Rear Wheel Drive","1982","311","1.000","17.32255","14.72404","13.89743","15.87836","604.50911","640.35993","560.69145","4342.080","-","286.8610","132.2636","17.5964","0.463170","0.030319","32.28871","0.157","0.385","0.458","-","-","0.952","-","-","0.030","0.018","0.018","-","-","-","-","-","0.982","-","-","-","-","-","3.1","-","7.0","1.000","-","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","1983","382","0.998","17.69679","15.05364","14.05414","16.48668","593.09030","635.32694","541.46775","4417.679","-","294.7190","136.2751","15.6411","0.465602","0.030747","33.73666","0.120","0.286","0.594","-","-","0.922","-","-","0.035","0.044","0.044","-","-","-","-","-","0.956","-","-","-","-","-","3.6","-","7.2","0.999","0.001","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","1984","525","0.777","17.74713","15.10244","14.04344","16.63570","589.23729","633.68314","534.91459","4285.678","-","279.7189","134.2339","15.5479","0.496985","0.031109","32.92871","0.127","0.303","0.571","-","-","0.862","-","0.086","0.040","0.012","0.012","-","-","-","-","-","0.988","-","-","-","-","-","3.5","-","6.9","0.977","0.023","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","1985","593","0.693","18.02450","15.33286","14.31397","16.79394","579.89485","621.18360","529.43083","4222.481","-","275.0676","141.8034","14.6753","0.532742","0.033503","32.93857","0.084","0.251","0.665","-","-","0.862","-","0.091","0.042","0.004","0.004","-","-","-","-","-","0.996","-","-","-","-","-","3.5","-","6.9","0.974","0.026","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","1986","776","0.743","19.51875","16.56506","15.27888","18.41002","536.83429","582.01176","483.05179","4197.884","-","255.0640","137.1887","14.2349","0.559390","0.032655","35.09306","0.069","0.143","0.788","-","-","0.483","-","0.294","0.219","0.005","0.005","-","-","-","-","-","0.995","-","-","-","-","-","3.7","-","6.6","0.957","0.043","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","1987","786","0.705","19.63623","16.62577","15.19137","18.67193","534.60815","585.08800","476.02191","4169.265","-","253.0216","150.7957","13.5323","0.622068","0.036160","34.91457","0.051","0.207","0.741","-","-","0.142","-","0.430","0.428","0.001","0.001","-","-","-","-","-","0.999","-","-","-","-","-","3.7","-","6.5","0.966","0.034","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","1988","713","0.630","19.75321","16.68591","15.08697","18.96129","532.72713","589.18951","468.79574","4256.240","-","262.0577","155.3660","13.4769","0.615361","0.036635","35.71099","0.031","0.173","0.796","-","-","0.004","-","0.435","0.560","0.002","0.002","-","-","-","-","-","0.998","-","-","-","-","-","3.8","-","6.6","0.974","0.026","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","1989","830","0.649","19.83697","16.71202","15.03151","19.06666","531.84882","591.30981","466.16767","4239.172","-","256.8348","154.6792","13.0130","0.627416","0.036551","35.70361","0.025","0.112","0.863","-","-","-","-","0.499","0.500","0.001","0.001","-","-","-","-","-","0.999","-","-","-","-","-","3.9","-","6.6","0.978","0.022","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","1990","589","0.467","19.26985","16.19569","14.48671","18.55529","548.82611","613.57187","479.03231","4369.294","-","269.9460","162.1870","12.0243","0.618763","0.037174","35.61898","0.016","0.080","0.904","-","0.001","-","-","0.444","0.554","0.001","0.001","-","-","-","-","-","0.999","-","-","-","-","-","3.9","-","6.7","0.989","0.011","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","1991","526","0.509","20.05896","16.81074","14.95767","19.33004","528.75244","594.25849","459.83920","4304.720","-","248.8581","157.2420","12.3286","0.664321","0.036583","36.44139","0.015","0.042","0.943","-","-","-","-","0.531","0.467","0.001","0.001","-","-","-","-","-","0.999","-","-","-","-","-","3.9","-","6.2","0.985","0.015","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","1992","600","0.491","19.83211","16.56670","14.74949","18.96476","536.51235","602.61514","468.66951","4359.715","-","255.6225","163.2356","11.8494","0.663808","0.037528","36.33100","0.007","0.041","0.952","-","-","-","-","0.603","0.396","0.001","0.001","-","-","-","-","-","0.999","-","-","-","-","-","3.9","-","6.5","0.993","0.007","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","1993","658","0.456","20.23933","16.87207","14.87663","19.49314","526.72862","597.38002","455.90405","4350.592","-","249.0602","166.1722","10.9472","0.691837","0.038260","36.83007","0.008","0.036","0.956","-","-","-","-","0.663","0.337","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0","-","6.4","0.992","0.008","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","1994","585","0.413","19.47213","16.17923","14.30120","18.56350","549.28437","621.41652","478.73523","4439.305","-","268.3667","175.8522","10.6489","0.669444","0.039720","36.07141","0.003","0.051","0.947","-","-","-","-","0.666","0.334","-","-","-","-","-","-","-","1.000","-","-","-","0.026","-","3.9","-","6.6","0.997","0.003","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","1995","492","0.296","19.00379","15.74634","13.89994","18.03341","564.38524","639.35509","492.80750","4535.564","-","288.8354","186.2126","10.4643","0.660307","0.041400","35.83013","-","0.056","0.944","-","-","-","-","0.716","0.284","-","-","-","-","-","-","-","1.000","-","-","-","0.033","-","3.9","-","6.7","1.000","-","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","1996","336","0.239","19.20106","15.86883","13.93807","18.22251","560.02865","637.60623","487.69349","4560.121","-","272.8966","184.7084","11.1434","0.690571","0.040627","36.34194","-","0.068","0.932","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.053","-","3.9","-","6.6","1.000","-","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","1997","387","0.306","19.77562","16.29846","14.22955","18.78590","545.26622","624.54545","473.06767","4577.864","-","269.0759","199.7756","10.5417","0.748384","0.043650","37.35936","-","0.014","0.986","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.031","-","3.9","-","6.7","0.977","0.023","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","1998","274","0.184","19.46449","16.01132","13.90393","18.50652","555.04472","639.17188","480.20910","4758.074","-","279.9218","208.9301","10.6907","0.750046","0.044096","38.12390","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.023","-","4.0","-","6.7","1.000","-","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","1999","311","0.213","18.88764","15.49207","13.45954","17.83069","573.64817","660.27512","498.41022","4820.540","-","285.0917","207.9901","10.7700","0.730697","0.043119","37.32679","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.9","-","6.8","1.000","-","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","2000","282","0.167","19.12673","15.61570","13.60928","17.84662","569.10667","653.01041","497.96538","4716.846","-","282.9036","207.7449","10.1826","0.734703","0.044050","36.87403","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.9","-","6.8","1.000","-","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","2001","272","0.221","18.91773","15.44749","13.28471","17.85672","575.30392","668.96450","497.68382","4956.962","-","289.6052","225.2824","9.7792","0.778742","0.045402","38.33456","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0","-","7.2","1.000","-","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","2002","157","0.126","18.67968","15.14942","13.20562","17.19692","586.62329","672.97111","516.77848","4806.224","-","284.2068","213.3573","10.1138","0.751710","0.044470","36.50344","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0","-","6.8","1.000","-","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","2003","141","0.114","19.35949","15.63440","13.59816","17.73259","568.42601","653.54421","501.16759","4930.270","-","283.1517","217.9809","10.0764","0.766768","0.044094","38.60069","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0","-","6.8","1.000","-","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","2004","81","0.085","20.05168","16.17051","13.88775","18.52138","549.58074","639.91666","479.82385","4946.769","-","280.9281","221.5576","9.9707","0.784677","0.044811","39.91224","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0","-","6.9","1.000","-","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","2005","79","0.054","19.90160","15.97755","13.76563","18.18148","556.21785","645.59352","488.79409","4846.526","-","277.0231","214.1532","10.0236","0.768861","0.044173","38.60673","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0","-","6.8","1.000","-","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","2006","66","0.057","19.38817","15.57359","13.43788","17.69516","570.64563","661.33922","502.22766","5139.483","-","280.9826","225.5134","10.1147","0.799857","0.043840","40.02507","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0","-","7.3","1.000","-","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","2007","28","0.033","20.04493","16.10022","13.83662","18.36697","551.97989","642.28131","483.85777","5158.883","-","277.5377","219.6631","10.4798","0.784579","0.042370","41.48360","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0","-","6.5","1.000","-","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","2008","24","0.031","20.26950","16.21057","14.11514","18.25495","548.22251","629.60759","486.82674","5188.910","63.50649","277.1894","222.4709","10.5267","0.794016","0.042487","42.04894","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0","-","6.5","1.000","-","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","2009","13","0.034","20.47682","16.39221","14.20781","18.54288","542.14789","625.50107","479.26742","5185.066","62.48421","276.6009","219.5665","10.3450","0.786427","0.042014","42.55759","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0","-","6.5","1.000","-","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","2010","12","0.021","20.66822","16.57769","14.25721","18.89804","536.08204","623.33394","470.26043","5249.075","63.51025","279.7472","225.8394","10.3566","0.798859","0.042631","43.50070","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","0.291","4.0","-","6.6","1.000","-","-","-","-","-"
"Minivan/Van","Rear Wheel Drive","2011","15","0.029","19.13378","15.46495","13.32869","17.59199","574.65417","666.75718","505.17296","5533.926","64.19069","290.3093","235.5042","10.3166","0.805034","0.042323","43.05828","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","0.016","-","0.984","-","-","-","0.033","0.261","4.1","-","7.0","0.937","0.005","0.058","-","-","-"
"Minivan/Van","Rear Wheel Drive","2012","23","0.035","19.63104","15.85607","13.61149","18.10881","560.47948","652.90427","490.75552","5392.928","63.80730","283.1798","227.5786","10.7263","0.797321","0.041976","42.92486","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","0.027","-","0.973","-","-","-","-","0.199","4.1","-","6.8","0.941","0.004","0.055","-","-","-"
"Minivan/Van","Rear Wheel Drive","2013","16","0.028","19.52182","15.76236","13.59028","17.92339","563.81164","653.92345","495.83255","5441.919","64.28686","285.2355","229.7899","10.3955","0.798640","0.041980","43.06673","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","0.005","-","0.995","-","-","-","-","0.231","4.1","-","6.8","0.943","0.004","0.052","-","-","-"
"Minivan/Van","Rear Wheel Drive","2014","19","0.029","18.89219","15.30912","13.11308","17.52291","580.50355","677.72025","507.16464","5415.894","64.13447","284.8656","229.1527","10.3987","0.796905","0.041998","41.45637","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","0.009","-","0.991","-","-","-","-","0.241","4.1","-","6.7","0.941","0.004","0.055","-","-","-"
"Minivan/Van","Rear Wheel Drive","2015","8","0.013","19.22357","15.63856","13.18273","18.19571","568.27469","674.13941","488.41183","6185.588","62.62153","251.4637","281.0458","9.2466","1.142953","0.045463","48.63143","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.079","-","-","0.720","1.000","6.0","-","6.6","-","-","1.000","-","-","-"
"Minivan/Van","Rear Wheel Drive","2016","17","0.028","23.53030","18.45053","16.40576","20.36537","481.66648","541.69996","436.37807","5390.337","59.42326","180.4313","246.4498","9.1832","1.459878","0.045590","50.23236","-","-","1.000","-","-","-","0.552","0.448","-","-","-","-","-","-","-","-","1.000","0.552","0.494","-","0.951","1.000","6.5","-","5.1","-","-","0.506","0.494","-","-"
"Minivan/Van","Rear Wheel Drive","2017","13","0.021","22.09296","17.35463","15.46017","19.12232","512.08239","574.83207","464.74491","5532.098","60.22117","195.9812","254.4615","9.1512","1.402603","0.045867","48.72386","-","-","1.000","-","-","-","0.466","0.534","-","-","-","-","-","-","-","-","1.000","0.466","0.411","-","0.902","1.000","6.4","-","5.4","-","-","0.589","0.411","-","-"
"Minivan/Van","Rear Wheel Drive","2018","15","0.030","23.32360","18.18913","16.35303","19.87234","488.58863","543.44673","447.20445","5386.792","59.48037","170.4919","241.4526","9.3038","1.488111","0.044697","49.42557","-","-","1.000","-","-","-","0.567","0.433","-","-","-","-","-","-","-","-","1.000","0.567","-","-","1.000","1.000","6.5","-","4.9","-","-","0.475","0.525","-","-"
"Minivan/Van","Rear Wheel Drive","2019","13","0.023","22.23695","17.51934","15.51951","19.40576","507.26808","572.63415","457.95684","5563.129","60.36562","189.6208","254.1370","9.2319","1.399145","0.045607","48.99661","-","-","1.000","-","-","-","0.391","0.609","-","-","-","-","-","-","-","-","1.000","0.391","-","-","1.000","1.000","6.3","-","5.3","-","-","0.659","0.341","-","-"
"Minivan/Van","Rear Wheel Drive","2020","23","0.057","27.41187","21.06329","18.97048","22.97538","421.91880","468.46458","386.80531","4864.206","58.35411","140.3499","221.7163","8.9326","1.625075","0.045700","51.13003","-","-","1.000","-","-","-","0.795","0.205","-","-","-","-","-","-","-","-","1.000","0.795","-","-","1.000","1.000","7.6","-","4.4","-","-","-","0.795","-","0.205"
"Minivan/Van","Rear Wheel Drive","Prelim. 2021","-","0.039","26.10471","20.17347","18.00275","22.19209","440.52915","493.64675","400.45799","4920.661","55.92885","144.2328","224.5415","8.5002","1.607180","0.045752","49.44670","-","-","1.000","-","-","-","0.753","0.247","-","-","-","-","-","-","-","-","1.000","0.753","-","-","1.000","1.000","9.2","-","4.5","-","-","-","-","-","1.000"
"Truck SUV","Rear Wheel Drive","1975","20","0.111","13.48179","11.45893","10.80653","12.37179","775.55265","822.37281","718.32800","4570.120","-","357.0301","165.8374","-","0.462900","0.036212","26.43186","0.151","0.849","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","-","-","8.0","-","-","-","-","-","-"
"Truck SUV","Rear Wheel Drive","1976","24","0.105","13.62249","11.59245","10.81451","12.70990","766.61983","821.76630","699.21858","4628.182","-","356.2197","155.9251","-","0.434692","0.033534","27.11209","0.201","0.799","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","-","-","7.9","-","-","-","-","-","-"
"Truck SUV","Rear Wheel Drive","1977","31","0.116","14.72844","12.51518","11.85122","13.43515","710.09746","749.88034","661.47394","4612.009","-","351.7955","159.5103","-","0.450894","0.034449","29.34049","0.175","0.825","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","-","-","7.9","-","-","-","-","-","-"
"Truck SUV","Rear Wheel Drive","1978","28","0.076","13.98602","11.88082","11.26829","12.72635","748.01213","788.67369","698.31468","4649.890","-","348.2909","160.0894","13.4379","0.462903","0.034458","27.98454","0.242","0.758","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","-","-","7.8","-","-","-","-","-","-"
"Truck SUV","Rear Wheel Drive","1979","107","0.278","11.09258","9.38317","9.30968","9.47459","947.12133","954.59818","937.98297","5160.575","-","367.3403","150.6993","15.4900","0.408485","0.029087","24.31150","0.172","0.813","0.015","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.2","-","8.0","1.000","-","-","-","-","-"
"Truck SUV","Rear Wheel Drive","1980","20","0.111","14.43946","12.28839","11.39066","13.59827","723.21942","780.21794","653.55457","5057.697","-","342.2856","161.5982","14.7524","0.472642","0.032093","31.08690","0.151","0.008","0.841","-","-","1.000","-","-","-","0.000","0.000","-","-","-","-","-","1.000","-","-","-","-","-","3.0","-","7.9","1.000","-","-","-","-","-"
"Truck SUV","Rear Wheel Drive","1981","13","0.095","15.94570","13.55851","12.74929","14.69880","655.45539","697.05834","604.60734","4909.786","-","326.0621","162.2350","14.6386","0.497715","0.032994","33.33657","0.023","-","0.977","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.0","-","7.9","1.000","-","-","-","-","-"
"Truck SUV","Rear Wheel Drive","1982","21","0.138","18.97067","16.19359","14.52672","18.83509","574.31830","639.99216","494.05025","5063.819","-","333.5256","149.7493","16.3379","0.452582","0.029932","42.09003","-","0.076","0.924","-","-","0.621","-","-","-","0.379","0.379","-","-","-","-","-","0.621","-","-","-","-","-","3.9","-","8.0","1.000","-","-","-","-","-"
"Truck SUV","Rear Wheel Drive","1983","22","0.087","17.57105","14.97684","13.64860","16.99872","611.68142","671.60783","538.43804","5118.653","-","349.5310","153.8287","14.7216","0.444508","0.030244","40.01927","-","0.049","0.951","-","-","0.713","-","-","-","0.287","0.287","-","-","-","-","-","0.713","-","-","-","-","-","4.0","-","8.0","1.000","-","-","-","-","-"
"Truck SUV","Rear Wheel Drive","1984","38","0.067","16.83343","14.35037","13.02658","16.38553","628.42194","692.22875","550.43584","5012.703","-","345.7259","156.3057","14.2970","0.453948","0.031286","36.73719","-","0.112","0.888","-","-","0.863","-","-","-","0.137","0.137","-","-","-","-","-","0.863","-","-","-","-","-","3.9","-","8.0","1.000","-","-","-","-","-"
"Truck SUV","Rear Wheel Drive","1985","56","0.087","16.41053","13.98279","12.77551","15.80868","639.91974","700.54962","565.81654","4916.812","-","341.1136","158.7509","13.8696","0.466685","0.032473","35.07315","-","0.296","0.704","-","-","0.935","-","-","-","0.065","0.065","-","-","-","-","-","0.935","-","-","-","-","-","3.7","-","8.0","1.000","-","-","-","-","-"
"Truck SUV","Rear Wheel Drive","1986","48","0.067","17.04784","14.50233","13.07294","16.67486","616.19094","683.60042","535.86600","4959.633","-","344.8123","160.4748","13.1819","0.466296","0.032492","36.40871","-","0.090","0.910","-","-","0.948","-","-","-","0.052","0.052","-","-","-","-","-","0.948","-","-","-","-","-","3.8","-","8.0","1.000","-","-","-","-","-"
"Truck SUV","Rear Wheel Drive","1987","46","0.059","17.00377","14.42923","12.94890","16.63982","617.68339","688.29949","535.62154","5279.509","-","343.7835","194.2429","12.3474","0.563941","0.036710","38.31936","-","0.086","0.914","-","-","0.205","-","-","0.768","0.027","0.027","-","-","-","-","-","0.973","-","-","-","-","-","3.8","-","8.0","1.000","-","-","-","-","-"
"Truck SUV","Rear Wheel Drive","1988","49","0.057","17.17361","14.54606","12.93213","16.94363","612.50184","688.97188","525.79738","5337.688","-","345.9220","185.6774","12.8795","0.536034","0.034758","38.93936","-","0.056","0.944","-","-","0.012","-","-","0.966","0.022","0.022","-","-","-","-","-","0.978","-","-","-","-","-","3.8","-","8.0","1.000","-","-","-","-","-"
"Truck SUV","Rear Wheel Drive","1989","53","0.065","17.44231","14.74617","12.97935","17.36127","603.96826","686.16886","513.01017","5249.494","-","334.8600","194.3251","11.9492","0.586345","0.036901","38.84677","0.035","0.059","0.906","-","-","-","-","-","0.982","0.018","0.018","-","-","-","-","-","0.982","-","-","-","-","-","4.0","-","7.9","0.965","0.035","-","-","-","-"
"Truck SUV","Rear Wheel Drive","1990","48","0.075","17.38105","14.67312","12.82558","17.37665","606.87376","694.30041","512.44756","5332.263","-","339.1270","202.0438","10.9603","0.601758","0.037925","39.20647","0.016","0.100","0.884","-","-","-","-","0.051","0.932","0.017","0.017","-","-","-","-","-","0.983","-","-","-","-","-","4.0","-","7.9","0.984","0.016","-","-","-","-"
"Minivan/Van","Four Wheel Drive","1999","40","0.027","20.37756","16.70316","14.43640","19.34149","532.05486","615.59654","459.47861","4747.208","-","250.5468","186.1823","11.6918","0.744536","0.039286","39.65210","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0","-","6.0","1.000","-","-","-","-","-"
"Minivan/Van","Four Wheel Drive","2000","46","0.027","20.52604","16.74420","14.52841","19.23166","530.75087","611.69810","462.10269","4764.270","-","252.5299","181.1612","11.4157","0.716695","0.038026","39.88249","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0","-","6.0","1.000","-","-","-","-","-"
"Minivan/Van","Four Wheel Drive","2001","107","0.087","17.30645","14.18660","12.13259","16.50314","626.43626","732.49000","538.50354","5614.063","-","300.3656","240.6254","10.1958","0.804984","0.042826","39.96009","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0","-","7.4","1.000","-","-","-","-","-"
"Minivan/Van","Four Wheel Drive","2002","38","0.030","19.81983","16.14503","13.75459","18.78895","550.44812","646.11157","472.99090","4771.913","-","239.7128","195.4721","10.9261","0.823829","0.041063","39.11129","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0","-","6.0","1.000","-","-","-","-","-"
"Minivan/Van","Four Wheel Drive","2003","62","0.050","20.70101","16.77970","14.28688","19.46530","529.62814","622.03919","456.55598","4839.102","-","238.6605","202.1596","10.7450","0.853534","0.041646","40.97079","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0","-","6.2","1.000","-","-","-","-","-"
"Minivan/Van","Four Wheel Drive","2004","47","0.049","21.59706","17.40618","14.83797","20.09178","510.56587","598.93643","442.32026","4730.785","-","228.5148","222.2274","9.8826","0.994406","0.047110","41.45099","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.556","0.556","4.6","-","6.2","0.444","0.556","-","-","-","-"
"Minivan/Van","Four Wheel Drive","2005","81","0.055","22.43371","17.96537","15.35911","20.60274","494.67387","578.61435","431.35035","4645.469","-","206.3998","213.2111","9.8125","1.051448","0.045972","41.92987","-","-","0.552","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.748","0.300","4.5","0.448","6.1","0.252","0.300","-","-","-","-"
"Minivan/Van","Four Wheel Drive","2006","53","0.045","22.70900","18.18991","15.51235","20.91309","488.56742","572.89853","424.94922","4668.634","-","205.4970","214.2110","9.9100","1.052202","0.045873","42.45960","-","-","0.624","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.769","0.393","4.6","0.376","6.2","0.231","0.393","-","-","-","-"
"Minivan/Van","Four Wheel Drive","2007","25","0.029","22.74756","18.18394","15.60892","20.76864","488.72796","569.35394","427.90485","4695.057","-","214.2146","238.1303","9.3388","1.129473","0.050699","42.71502","-","-","0.484","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.841","0.325","4.7","0.516","6.3","0.159","0.325","-","-","-","-"
"Minivan/Van","Four Wheel Drive","2008","32","0.040","22.29444","17.89044","15.20423","20.64158","496.74562","584.50831","430.53867","4651.185","54.04123","226.2572","269.9351","8.5681","1.210945","0.058224","41.58304","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.874","0.410","5.3","-","6.3","0.126","0.410","0.464","-","-","-"
"Minivan/Van","Four Wheel Drive","2009","9","0.025","21.37635","17.11632","14.73862","19.48803","519.21210","602.97367","456.02354","4824.327","56.95361","241.8220","275.2561","8.5246","1.168856","0.057395","41.34001","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.732","0.732","4.9","-","6.5","0.268","0.604","0.128","-","-","-"
"Minivan/Van","Four Wheel Drive","2010","9","0.016","21.13676","16.92754","14.58942","19.25551","525.00247","609.13996","461.53032","4918.535","58.09428","250.0197","278.1937","8.6877","1.146122","0.056944","41.59768","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.652","1.000","4.7","-","6.7","0.348","0.652","-","-","-","-"
"Minivan/Van","Four Wheel Drive","2011","29","0.056","22.67272","18.20630","15.51238","20.95106","488.12779","572.89722","424.17892","4958.182","56.88621","222.5862","269.6207","8.6790","1.226652","0.054525","45.22605","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.897","1.000","5.8","-","6.2","0.103","-","0.897","-","-","-"
"Minivan/Van","Four Wheel Drive","2012","20","0.031","23.37146","18.76414","15.88794","21.73201","473.61609","559.35498","408.93587","4979.268","57.32247","228.9982","273.0775","8.6495","1.212570","0.054961","46.95183","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.839","1.000","5.7","-","6.3","0.161","-","0.839","-","-","-"
"Minivan/Van","Four Wheel Drive","2013","24","0.041","23.21875","18.68006","15.72859","21.76050","475.74785","565.02209","408.40061","5093.851","57.19246","227.0732","275.7498","8.7066","1.233990","0.054133","47.83184","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.856","1.000","5.7","-","6.3","0.144","-","0.856","-","-","-"
"Minivan/Van","Four Wheel Drive","2014","25","0.038","23.10619","18.58886","15.67086","21.62678","478.08214","567.10355","410.92563","5116.413","57.15730","230.8788","276.4114","8.7235","1.217575","0.054032","47.83568","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.833","1.000","5.7","-","6.3","0.167","-","0.833","-","-","-"
"Minivan/Van","Four Wheel Drive","2015","30","0.046","24.33614","19.55557","16.35491","22.94268","454.44847","543.38419","387.35661","5000.000","55.86081","211.7615","268.2039","8.7275","1.266211","0.053641","48.89061","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","1.000","6.0","-","6.0","-","-","1.000","-","-","-"
