Vehicle Type,Engine Package,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Drivetrain - Front,Drivetrain - 4WD,Drivetrain - Rear,Transmission - Manual,Transmission - Automatic,Transmission - Lockup,Transmission - CVT (Hybrid),Transmission - Other,Transmission - CVT (Non-Hybrid)
"Sedan/Wagon","Port, Variable Valve Timing, Two-Valve","2015","74","0.009419","24.37779","19.92219","15.83539","24.73859","446.08553","561.21125","359.23630","4342.916","51.37498","347.8236","409.8147","5.5544","1.174582","0.093316","44.20900","0.063","-","0.937","0.180","-","0.757","0.063","-","-"
"Sedan/Wagon","Port, Variable Valve Timing, Two-Valve","2016","73","0.010281","23.07816","19.05464","14.98301","23.96823","466.39556","593.13857","370.78242","4500.532","52.48052","368.0103","468.0951","5.0143","1.264582","0.104183","43.13870","-","-","1.000","0.179","-","0.821","-","-","-"
"Sedan/Wagon","Port, Variable Valve Timing, Two-Valve","2017","32","0.004654","23.85333","19.65641","15.43352","24.76908","452.11713","575.82440","358.79409","4488.732","52.49745","355.8474","420.2738","5.3422","1.172498","0.094121","44.41048","-","-","1.000","0.094","-","0.906","-","-","-"
"Sedan/Wagon","Port, Variable Valve Timing, Two-Valve","2018","40","0.006662","23.72016","19.62991","15.34248","24.87353","452.72758","579.24131","357.28739","4502.467","52.85293","354.2925","440.8272","5.2367","1.232795","0.097917","44.42623","-","-","1.000","0.059","-","0.941","-","-","-"
"Sedan/Wagon","Port, Variable Valve Timing, Two-Valve","2019","69","0.013136","23.22442","19.18686","14.95155","24.40126","463.18160","594.38653","364.20245","4501.788","52.74866","369.3511","455.9649","5.0631","1.227975","0.101293","43.30467","-","-","1.000","0.065","-","0.935","-","-","-"
"Sedan/Wagon","Port, Variable Valve Timing, Two-Valve","2020","26","0.006130","23.12390","19.07321","14.98120","24.02335","465.94155","593.21035","369.93176","4552.865","52.73145","354.9516","455.0643","5.1934","1.268860","0.099554","43.67470","-","-","1.000","0.046","-","0.954","-","-","-"
"Sedan/Wagon","Port, Variable Valve Timing, Two-Valve","Prelim. 2021","-","0.007559","22.67881","18.68298","14.69863","23.48557","475.67357","604.61424","378.40253","4600.681","52.60085","356.9518","491.3596","5.0444","1.359218","0.105625","43.25463","-","-","1.000","0.070","-","0.930","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2006","32","0.041923","26.51690","21.30305","17.56911","25.37070","417.17037","505.83107","350.28598","4000.000","-","213.0000","255.0000","7.6896","1.197183","0.063750","42.60609","1.000","-","-","-","-","1.000","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2014","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2015","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2016","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2017","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2019","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2020","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","Prelim. 2021","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2006","4","0.003502","24.10550","19.48889","15.97939","23.35911","456.00329","556.15386","380.45110","4500.000","-","237.0000","240.0000","9.0129","1.012658","0.053333","43.85001","1.000","-","-","-","-","1.000","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2007","71","0.083381","24.10349","19.49262","15.96842","23.38621","455.91622","556.53580","380.01022","4500.000","-","237.0000","240.0000","9.0908","1.012658","0.053333","43.85846","1.000","-","-","-","-","1.000","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2008","77","0.098082","24.01513","19.41433","15.93116","23.24896","457.75470","557.83748","382.25365","4500.000","49.16200","237.0000","240.0000","9.1472","1.012658","0.053333","43.68250","1.000","-","-","-","-","1.000","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2010","7","0.011666","18.43781","14.81203","12.85384","16.73534","599.98543","691.38880","531.03201","5783.459","63.52224","323.0000","301.0000","8.9931","0.931889","0.052142","42.82819","-","0.469","0.531","-","-","1.000","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2011","7","0.013444","17.93243","14.57071","12.49288","16.66119","609.92216","711.36492","533.39515","5920.188","64.44502","327.6375","303.3130","8.9812","0.926450","0.051435","43.10053","-","0.434","0.566","-","-","1.000","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2012","8","0.011927","17.90683","14.56283","12.45094","16.69966","610.25229","713.76141","532.16646","5929.232","64.57478","327.0458","310.2699","8.8432","0.949726","0.052619","43.14568","-","0.415","0.585","-","-","1.000","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2013","7","0.012459","18.07050","14.67690","12.58437","16.78203","605.50923","706.19338","529.55453","5855.376","64.40060","325.9789","310.1453","8.8199","0.952184","0.053227","42.94548","-","0.475","0.525","-","-","1.000","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2014","9","0.013247","18.02215","14.63362","12.56526","16.70847","607.30018","707.26773","531.88607","5913.117","64.23310","326.7515","310.6045","8.8588","0.951421","0.052765","43.24341","-","0.475","0.525","-","-","1.000","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2015","2","0.003597","16.15990","13.39339","10.92290","16.14874","663.53648","813.61214","550.32151","6661.927","65.24342","320.7940","296.7521","9.2055","0.928877","0.044544","44.62060","-","-","1.000","-","-","1.000","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2016","1","0.001352","15.82272","13.14293","10.67471","15.91983","676.18110","832.52885","558.23455","6646.714","64.82430","366.1422","324.0000","8.6116","0.884902","0.048801","43.66716","-","-","1.000","-","-","1.000","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2017","1","0.002060","15.41069","12.70648","10.31465","15.40052","699.40711","861.58999","577.05861","6668.898","65.99205","366.1422","324.0000","8.6277","0.884902","0.048643","42.35880","-","-","1.000","-","-","1.000","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2019","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2020","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","Prelim. 2021","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Port, Variable Valve Timing, Two-Valve","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Port, Variable Valve Timing, Two-Valve","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Port, Variable Valve Timing, Two-Valve","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Port, Variable Valve Timing, Two-Valve","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Port, Variable Valve Timing, Two-Valve","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Port, Variable Valve Timing, Two-Valve","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Port, Variable Valve Timing, Two-Valve","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Port, Variable Valve Timing, Two-Valve","2006","23","0.007760","24.90000","20.00000","16.70000","23.60000","444.00000","533.00000","377.00000","4000.000","-","213.0000","255.0000","7.8900","1.200000","0.063800","40.00000","-","1.000","-","-","-","1.000","-","-","-"
"Truck SUV","Port, Variable Valve Timing, Two-Valve","2007","146","0.044100","18.60000","15.20000","12.50000","18.20000","585.00000","712.00000","489.00000","5683.000","-","327.0000","351.0000","7.8400","1.070000","0.061100","43.10000","-","0.926","0.074","0.012","-","0.988","-","-","-"
"Truck SUV","Port, Variable Valve Timing, Two-Valve","2008","92","0.030000","19.10000","15.60000","12.90000","18.60000","570.00000","691.00000","479.00000","5480.000","52.10000","314.0000","330.0000","8.0600","1.050000","0.059400","42.70000","-","0.900","0.100","0.009","-","0.991","-","-","-"
"Truck SUV","Port, Variable Valve Timing, Two-Valve","2009","40","0.023400","20.40000","16.50000","13.80000","19.40000","538.00000","645.00000","458.00000","5600.000","52.40000","348.0000","354.0000","7.5100","1.020000","0.063000","47.10000","-","0.698","0.302","-","-","0.844","0.156","-","-"
"Truck SUV","Port, Variable Valve Timing, Two-Valve","2010","118","0.051200","21.40000","17.30000","14.40000","20.50000","513.00000","618.00000","433.00000","5881.000","54.80000","337.0000","331.0000","7.8900","0.977000","0.056600","51.20000","-","0.562","0.438","-","-","0.992","0.008","-","-"
"Truck SUV","Port, Variable Valve Timing, Two-Valve","2011","315","0.103000","21.00000","16.90000","14.20000","19.80000","525.00000","627.00000","448.00000","5953.000","56.50000","339.0000","346.0000","7.7600","1.020000","0.058300","50.60000","-","0.690","0.310","-","-","0.993","0.007","-","-"
"Truck SUV","Port, Variable Valve Timing, Two-Valve","2012","218","0.078600","20.90000","16.80000","14.10000","19.80000","528.00000","632.00000","450.00000","5933.000","56.40000","339.0000","349.0000","7.6600","1.030000","0.059100","50.20000","-","0.697","0.303","-","-","0.993","0.007","-","-"
"Truck SUV","Port, Variable Valve Timing, Two-Valve","2013","276","0.083300","21.00000","16.90000","14.10000","19.90000","525.00000","629.00000","447.00000","5972.000","57.00000","338.0000","345.0000","7.7400","1.020000","0.058000","50.80000","-","0.670","0.330","-","-","0.995","0.005","-","-"
"Truck SUV","Port, Variable Valve Timing, Two-Valve","2014","441","0.119000","23.80000","19.10000","15.90000","22.50000","466.00000","559.00000","396.00000","5242.000","53.20000","262.0000","310.0000","7.4600","1.210000","0.059200","50.00000","-","0.718","0.282","-","-","1.000","-","-","-"
"Truck SUV","Port, Variable Valve Timing, Two-Valve","2015","29","0.006100","20.80000","17.10000","13.70000","21.10000","519.00000","648.00000","422.00000","5493.000","52.60000","348.0000","360.0000","6.7600","1.030000","0.065500","47.10000","-","0.846","0.154","-","-","1.000","-","-","-"
"Truck SUV","Port, Variable Valve Timing, Two-Valve","2016","14","0.002900","21.60000","17.70000","14.10000","21.90000","502.00000","629.00000","406.00000","5500.000","52.40000","348.0000","360.0000","6.7600","1.030000","0.065500","48.70000","-","0.864","0.136","-","-","1.000","-","-","-"
"Truck SUV","Port, Variable Valve Timing, Two-Valve","2017","29","0.005380","21.50000","17.70000","14.10000","21.90000","503.00000","632.00000","405.00000","5500.000","52.20000","348.0000","360.0000","6.7600","1.030000","0.065500","48.60000","-","0.875","0.125","-","-","1.000","-","-","-"
"Truck SUV","Port, Variable Valve Timing, Two-Valve","2018","35","0.006160","20.70000","17.00000","13.50000","21.00000","523.00000","656.00000","422.00000","5574.000","52.30000","352.0000","411.0000","6.4400","1.160000","0.073200","47.60000","-","0.879","0.121","-","-","1.000","-","-","-"
"Truck SUV","Port, Variable Valve Timing, Two-Valve","2019","27","0.004500","21.30000","17.40000","13.90000","21.60000","510.00000","640.00000","412.00000","5524.000","52.20000","351.0000","375.0000","6.6600","1.060000","0.067700","48.20000","-","0.877","0.123","-","-","1.000","-","-","-"
"Truck SUV","Port, Variable Valve Timing, Two-Valve","2020","31","0.005810","21.30000","17.50000","13.90000","21.60000","509.00000","639.00000","411.00000","5513.000","52.30000","349.0000","369.0000","6.7000","1.060000","0.066900","48.20000","-","0.848","0.152","-","-","1.000","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2014","2","0.002546","31.54150","24.60160","21.26345","27.90661","361.23665","417.94717","318.45504","3933.626","50.81760","98.5800","175.4702","9.7105","1.778415","0.044672","48.37644","1.000","-","-","-","-","1.000","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2015","32","0.048813","26.72678","21.22208","18.06535","24.44435","418.76204","491.93611","363.56055","4496.465","56.84641","191.4361","266.1462","8.1338","1.409130","0.059061","47.75238","1.000","-","-","-","-","1.000","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2016","62","0.099154","26.80593","21.15286","18.20124","24.10131","420.13232","488.26355","368.73507","4557.875","57.29257","186.4588","263.1742","8.1986","1.435160","0.057832","48.24742","0.846","-","0.154","-","-","1.000","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2017","43","0.069153","26.57936","21.04838","18.02695","24.09494","422.21779","492.98422","368.83259","4561.024","57.58436","191.5904","268.1483","8.0888","1.415015","0.058932","48.03831","0.858","-","0.142","-","-","1.000","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2018","144","0.284193","28.63244","22.91625","18.80841","27.43676","387.80348","472.50151","323.90849","4598.383","55.32113","202.9268","274.9401","7.4055","1.379417","0.059948","52.79599","0.897","0.044","0.059","-","-","1.000","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2019","156","0.281541","28.68810","22.97270","18.74341","27.68530","386.85051","474.13990","321.00062","4599.440","55.39292","209.6967","277.8338","7.2674","1.331369","0.060531","52.86897","0.965","0.004","0.032","-","-","1.000","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2020","112","0.278562","29.45493","23.23085","19.58838","27.02136","382.55172","453.68736","328.88800","4555.384","55.52599","191.9240","266.8004","7.4299","1.432193","0.058649","52.96242","0.780","0.056","0.164","-","-","1.000","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","Prelim. 2021","-","0.283125","29.24451","23.06757","19.36561","26.95469","385.25949","458.90629","329.70138","4586.388","48.62163","203.2345","272.2655","7.2028","1.356444","0.059435","52.95558","0.896","-","0.104","-","-","1.000","-","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2008","60","0.019600","21.00000","16.90000","14.30000","19.70000","525.00000","623.00000","451.00000","5176.000","51.10000","211.0000","296.0000","8.1200","1.430000","0.057500","43.70000","-","1.000","-","0.004","-","0.996","-","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2009","130","0.076100","23.70000","19.00000","16.00000","22.20000","468.00000","557.00000","400.00000","4871.000","52.70000","202.0000","278.0000","7.9400","1.400000","0.056900","46.30000","0.464","0.536","-","0.006","-","0.992","0.002","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2010","280","0.122000","23.60000","19.00000","15.90000","22.30000","468.00000","560.00000","399.00000","5029.000","53.40000","218.0000","294.0000","7.9200","1.360000","0.058200","47.80000","0.417","0.583","-","0.001","0.062","0.936","-","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2011","462","0.151000","23.70000","19.10000","15.90000","22.40000","466.00000","558.00000","396.00000","5067.000","53.70000","220.0000","310.0000","7.6000","1.430000","0.060900","48.40000","0.367","0.619","0.014","0.001","0.000","0.999","-","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2012","507","0.183000","24.20000","19.40000","16.30000","22.80000","457.00000","546.00000","390.00000","5023.000","53.70000","216.0000","298.0000","7.7400","1.410000","0.059000","48.90000","0.343","0.643","0.013","0.000","-","1.000","-","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2013","760","0.230000","26.60000","21.20000","17.90000","24.50000","420.00000","497.00000","362.00000","4623.000","50.40000","179.0000","265.0000","8.0900","1.530000","0.056800","49.00000","0.146","0.834","0.020","0.000","-","1.000","-","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2014","1004","0.271000","26.90000","21.40000","18.10000","24.80000","416.00000","491.00000","359.00000","4626.000","50.80000","184.0000","269.0000","8.0300","1.500000","0.057600","49.50000","0.183","0.793","0.024","0.000","-","0.990","-","-","0.010"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2015","1397","0.297000","28.20000","22.30000","19.00000","25.60000","399.00000","468.00000","347.00000","4546.000","50.00000","175.0000","259.0000","8.2200","1.500000","0.056300","50.80000","0.123","0.839","0.038","-","0.010","0.807","-","-","0.183"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2016","2021","0.426000","28.20000","22.20000","18.90000","25.50000","400.00000","470.00000","348.00000","4461.000","49.50000","173.0000","258.0000","8.1100","1.510000","0.057200","49.70000","0.138","0.837","0.025","0.001","0.006","0.855","-","-","0.138"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2017","2410","0.447000","27.70000","21.90000","18.60000","25.30000","406.00000","479.00000","351.00000","4558.000","50.50000","177.0000","271.0000","7.8500","1.600000","0.059100","50.10000","0.193","0.770","0.037","-","0.012","0.839","0.001","-","0.148"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2018","2680","0.471000","30.20000","23.60000","20.30000","26.90000","377.00000","437.00000","331.00000","4357.000","49.70000","158.0000","253.0000","8.0100","1.670000","0.057200","51.60000","0.142","0.826","0.032","0.003","0.014","0.785","0.000","-","0.198"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2019","3420","0.580000","30.40000","23.80000","20.50000","27.10000","374.00000","434.00000","328.00000","4367.000","49.80000","161.0000","253.0000","7.9700","1.630000","0.057200","52.10000","0.153","0.830","0.017","0.002","0.003","0.752","0.000","-","0.243"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2020","3610","0.679000","30.70000","23.90000","20.60000","27.10000","372.00000","431.00000","327.00000","4400.000","50.30000","161.0000","259.0000","7.7600","1.670000","0.058000","52.80000","0.140","0.816","0.044","0.001","0.006","0.771","-","-","0.222"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","Prelim. 2021","-","0.619000","32.00000","24.60000","21.50000","27.60000","361.00000","413.00000","322.00000","4293.000","48.90000","152.0000","245.0000","7.9700","1.660000","0.056000","53.00000","0.115","0.838","0.047","0.002","0.023","0.693","-","-","0.282"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
